💫WLQ,#genre#
龙华日韩,http://litv.zapi.us.kg/4gTV/?id=litv-longturn11
龙华偶像,http://litv.zapi.us.kg/4gTV/?id=litv-longturn12
龙华戏剧,http://litv.zapi.us.kg/4gTV/?id=litv-longturn18(无声)
龙华经典,http://litv.zapi.us.kg/4gTV/?id=litv-longturn21
FGM gold电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv011&?$情缘IPTV
anc电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv017(无声)
靖洋戏剧,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv045(无声)
采昌影剧,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv049
靖天映画,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv055
靖天戏剧,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv058
靖天电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv061
CATCHPLAY电影,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv076
爱放动漫,http://litv.zapi.us.kg/4gTV/?id=litv-ftv15
靖洋卡通,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv057
靖天卡通,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv044
靖天综合,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv046
靖天日本,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv047
靖天欢乐,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv054
靖天育乐,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv062
靖天国际,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv063
靖天资讯,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv065
博斯无限,http://litv.zapi.us.kg/4gTV/?id=litv-longturn10
博斯无限2,http://litv.zapi.us.kg/4gTV/?id=litv-longturn13
亚州旅游,http://litv.zapi.us.kg/4gTV/?id=litv-longturn17
视纳华仁纪实,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv013
Smart知识台,http://litv.zapi.us.kg/4gTV/?id=litv-longturn19
达文西,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv018
ELTV生活英语,http://litv.zapi.us.kg/4gTV/?id=litv-longturn20
好消息,http://litv.zapi.us.kg/4gTV/?id=litv-ftv16
好消息2台,http://litv.zapi.us.kg/4gTV/?id=litv-ftv17
GinxTV,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv053
TRACE SPORTS STARS,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv077
阿里郎,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv079
MEZZO LIVE,http://litv.zapi.us.kg/4gTV/?id=4gtv-4gtv083


轮播,#genre#
小宇60帧,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場,http://maomao.kandiantv.cn/douyu1.php?id=7575350
國語電影,http://maomao.kandiantv.cn/douyu1.php?id=2436390
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
漫威剧情,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖,http://maomao.kandiantv.cn/douyu1.php?id=2935323
小U鬼片,http://maomao.kandiantv.cn/douyu1.php?id=96577
吃奶滴虫,http://maomao.kandiantv.cn/douyu1.php?id=263824
变种人片,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影,http://maomao.kandiantv.cn/douyu1.php?id=747764
华语经典,http://maomao.kandiantv.cn/douyu1.php?id=434971
欧美大片,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅,http://maomao.kandiantv.cn/douyu1.php?id=252802
译制国语,http://maomao.kandiantv.cn/douyu1.php?id=2436390
古惑仔,http://120.78.6.151:8968/yy.php?id=1458015189 
沈腾电影,http://120.78.6.151:8968/yy.php?id=1354936191 
刘德华电影,http://120.78.6.151:8968/yy.php?id=1382745111 
周星驰电影,http://120.78.6.151:8968/yy.php?id=1354658049 
林正英电影,http://120.78.6.151:8968/yy.php?id=34229877 
李连杰电影,http://120.78.6.151:8968/yy.php?id=74613175 
周润发电影,http://120.78.6.151:8968/yy.php?id=1354930961 
港片赌片,http://120.78.6.151:8968/yy.php?id=1355076627 
古惑仔电影,http://120.78.6.151:8968/yy.php?id=1354507447 
开心麻花小品,http://120.78.6.151:8968/yy.php?id=1354926643 
斗鱼4K影院,http://120.78.6.151:8968/douyu.php?id=9249162 
1905电影,http://120.78.6.151:8968/1905.php?id=1905dy 
邵氏影院,http://120.78.6.151:8968/douyu.php?id=4246519 
华语经典,http://120.78.6.151:8968/douyu.php?id=434971 
漫威影片,http://120.78.6.151:8968/douyu.php?id=6140589 
华语电影,http://120.78.6.151:8968/douyu.php?id=3928 
恐怖经典,http://120.78.6.151:8968/douyu.php?id=1165374 
恐怖电影,http://120.78.6.151:8968/douyu.php?id=310926 
喜剧电影,http://120.78.6.151:8968/douyu.php?id=9292492 
译制影片,http://120.78.6.151:8968/douyu.php?id=2436390 
豆瓣高分,http://120.78.6.151:8968/douyu.php?id=8770422 
斗鱼电影4K,http://120.78.6.151:8968/douyu.php?id=9249162 
女神金电影,http://120.78.6.151:8968/douyu.php?id=747764 
贝爷影厅1,http://120.78.6.151:8968/douyu.php?id=252802 
贝爷影厅2,http://120.78.6.151:8968/douyu.php?id=36337 
霍格影片,http://120.78.6.151:8968/douyu.php?id=8814650 
可乐电影,http://120.78.6.151:8968/douyu.php?id=20415 
冰冰经典电影,http://120.78.6.151:8968/douyu.php?id=74374 
奶虫恐怖电影,http://120.78.6.151:8968/douyu.php?id=263824 
变种人电影,http://120.78.6.151:8968/douyu.php?id=9651304 
小U电影,http://120.78.6.151:8968/douyu.php?id=96577 
小宇60帧,http://120.78.6.151:8968/douyu.php?id=323876



New,#genre#
NewTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8 
NewTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8 
NewTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8 
NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8 
NewTV超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8 
NewTV潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8 
NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8 
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8 
NewTV古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8 
NewTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8 
NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8 
NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8 
NewTV金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8 
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8 
NewTV精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8 
NewTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8 
NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8 
NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8 
NewTV农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8 
NewTV武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8 
NewTV炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8 
NewTV怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8 
NewTV中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8 

台湾,#genre#
民視,rtmp://f13h.mine.nu/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071
中視,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
東森超視,rtmp://f13h.mine.nu/sat/tv331
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
DAZN1,rtmp://f13h.mine.nu/sat/tv731
DAZN2,rtmp://f13h.mine.nu/sat/tv741
MoMo綜合,rtmp://f13h.mine.nu/sat/tv761
緯來日本,rtmp://f13h.mine.nu/sat/tv771
東森超視,rtmp://f13h.mine.nu/sat/tv331
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
緯來體育,rtmp://220.130.201.73/sat/tv721
緯來日本,rtmp://220.130.201.73/sat/tv771
東森超視,rtmp://220.130.201.73/sat/tv331
中天新聞台,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天電視2台,http://cdn.iptv8k.top/dl/jspd.php?id=23
中天亞洲台,http://cdn.iptv8k.top/dl/jspd.php?id=12
環宇新聞台,http://cdn.iptv8k.top/dl/jspd.php?id=7
中天新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8541/.m3u8
壹新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8548/.m3u8
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
中華小當家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC電影,http://61.221.215.25:8800/hls/43/index.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK世界,http://61.221.215.25:8800/hls/51/index.m3u8
八大第壹,http://61.221.215.25:8800/hls/55/index.m3u8
八大綜合,http://61.221.215.25:8800/hls/56/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
民視第壹,http://37.27.111.214:8080/live/4/hls.m3u8
民視台灣,http://37.27.111.214:8080/live/5/hls.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
CMUSIC音樂,http://37.27.111.214:8080/live/72/hls.m3u8
博斯運動1,http://37.27.111.214:8080/live/14/hls.m3u8
TVBS歡樂,http://37.27.111.214:8080/live/24/hls.m3u8
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
三立,http://37.27.111.214:8080/live/31/hls.m3u8
民視灣,http://37.27.111.214:8080/live/5/hls.m3u8
龍華日韓,http://37.27.111.214:8080/live/42/hls.m3u8
龍華戲劇,http://37.27.111.214:8080/live/41/hls.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
中視經典,http://37.27.111.214:8080/live/47/hls.m3u8
中視青采,http://37.27.111.214:8080/live/48/hls.m3u8
環宇灣,http://37.27.111.214:8080/live/63/hls.m3u8
公視戲劇,http://37.27.111.214:8080/live/87/hls.m3u8
CINEMA WORLD,http://37.27.111.214:8080/live/30/hls.m3u8
全球財經,http://37.27.111.214:8080/live/64/hls.m3u8
華視新聞,http://37.27.111.214:8080/live/8/hls.m3u8
互動英語,http://37.27.111.214:8080/live/54/hls.m3u8
Nickelodeon,http://37.27.111.214:8080/live/12/hls.m3u8
CinemaWorld,http://37.27.111.214:8080/live/30/hls.m3u8
LOVE NATURE,http://37.27.111.214:8080/live/84/hls.m3u8
ROCK ACTION,http://37.27.111.214:8080/live/94/hls.m3u8
TECH STORM,http://37.27.111.214:8080/live/80/hls.m3u8
劇3,http://37.27.111.214:8080/live/111/hls.m3u8
哆啦A夢,http://37.27.111.214:8080/live/107/hls.m3u8
劇2,http://37.27.111.214:8080/live/109/hls.m3u8
鏡新聞,http://37.27.111.214:8080/live/62/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
豬哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
劇,http://37.27.111.214:8080/live/108/hls.m3u8
探案,http://37.27.111.214:8080/live/11/hls.m3u8
DW NEWS,http://37.27.111.214:8080/live/46/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
hokkotv,http://37.27.111.214:8080/live/1/hls.m3u8
電影,http://37.27.111.214:8080/live/11/hls.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
中視,http://37.27.111.214:8080/live/7/hls.m3u8
華視,http://37.27.111.214:8080/live/8/hls.m3u8
影迷,http://37.27.111.214:8080/live/92/hls.m3u8
中視,http://37.27.111.214:8080/live/7/hls.m3u8
超人,http://37.27.111.214:8080/live/110/hls.m3u8
綜藝,http://37.27.111.214:8080/live/67/hls.m3u8
影劇,http://37.27.111.214:8080/live/88/hls.m3u8
旅遊,http://37.27.111.214:8080/live/82/hls.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
KOREA,http://37.27.111.214:8080/live/52/hls.m3u8
TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
ROCK,http://37.27.111.214:8080/live/70/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
momo,http://37.27.111.214:8080/live/3/hls.m3u8
LUXE,http://37.27.111.214:8080/live/86/hls.m3u8
MTV,http://37.27.111.214:8080/live/25/hls.m3u8
MCE,http://37.27.111.214:8080/live/98/hls.m3u8
VOA,http://37.27.111.214:8080/live/45/hls.m3u8
elta生活旅遊,http://37.27.111.214:8080/live/85/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
靖洋戲居,http://37.27.111.214:8080/live/17/hls.m3u8
靖天電影,http://37.27.111.214:8080/live/18/hls.m3u8
環宇財經,http://37.27.111.214:8080/live/65/hls.m3u8
智林體育,http://37.27.111.214:8080/live/77/hls.m3u8
東森購物,http://37.27.111.214:8080/live/66/hls.m3u8
人間衛視,http://37.27.111.214:8080/live/101/hls.m3u8
八大綜合,http://37.27.111.214:8080/live/21/hls.m3u8
幸福空間,http://37.27.111.214:8080/live/26/hls.m3u8
東森購物,http://37.27.111.214:8080/live/61/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
LIFE TIME,http://37.27.111.214:8080/live/71/hls.m3u8
動畫,http://37.27.111.214:8080/live/57/hls.m3u8
TV5 MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
PET CLUB,http://37.27.111.214:8080/live/81/hls.m3u8
FESTIVAL,http://37.27.111.214:8080/live/83/hls.m3u8
動漫2,http://37.27.111.214:8080/live/106/hls.m3u8
HakkaTV,http://37.27.111.214:8080/live/1/hls.m3u8
動漫,http://37.27.111.214:8080/live/105/hls.m3u8
nickjr,http://37.27.111.214:8080/live/22/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
居家,http://37.27.111.214:8080/live/26/hls.m3u8
GOOD2,http://37.27.111.214:8080/live/99/hls.m3u8
TiTV,http://37.27.111.214:8080/live/2/hls.m3u8




🌸秒播老电影🌸,#genre#
桥,http://kantv.255520.xyz/TV/Film/1969_qiao.m3u8
八二三炮战,http://kantv.255520.xyz/TV/Film/1979_baersanpaozhan.m3u8
秋莲,http://kantv.255520.xyz/TV/Film/1979_qiulian.m3u8
阿Q正传,http://kantv.255520.xyz/TV/Film/1981_azhengchuan.m3u8
包氏父子,http://kantv.255520.xyz/TV/Film/1983_baoshifuzi.m3u8
大决战之淮海战役,http://kantv.255520.xyz/TV/Film/1991_dajuezhanzhihuaihaizhanyi.m3u8
辛德勒的名单,http://kantv.255520.xyz/TV/Film/1993_xindeledemingdan.m3u8
超级大国民,http://kantv.255520.xyz/TV/Film/1995_chaojidaguomin.m3u8
大话西游之月光宝盒,http://kantv.255520.xyz/TV/Film/1995_dahuaxiyouzhiyueguangbaohe.m3u8
举起手来,http://kantv.255520.xyz/TV/Film/2003_juqishoulai.m3u8
放牛班的春天,http://kantv.255520.xyz/TV/Film/2004_fangniubandechuntian.m3u8
立春,http://kantv.255520.xyz/TV/Film/2007_lichun.m3u8
落叶归根,http://kantv.255520.xyz/TV/Film/2007_luoyeguigen.m3u8
色戒,http://kantv.255520.xyz/TV/Film/2007_sejie.m3u8
司令阿根,http://kantv.255520.xyz/TV/Film/2007_silingagen.m3u8
武僧,http://kantv.255520.xyz/TV/Film/2007_wuseng.m3u8
遥望南方的童年,http://kantv.255520.xyz/TV/Film/2007_yaowangnanfangdetongnian.m3u8
超强台风2008,http://kantv.255520.xyz/TV/Film/2008_chaoqiangtaifeng.m3u8
非诚勿扰,http://kantv.255520.xyz/TV/Film/2008_feichengwurao.m3u8
狂蟒惊魂,http://kantv.255520.xyz/TV/Film/2008_kuangmangjinghun.m3u8
梅兰芳,http://kantv.255520.xyz/TV/Film/2008_meilanfang.m3u8
秘岸,http://kantv.255520.xyz/TV/Film/2008_mian.m3u8
一八九五,http://kantv.255520.xyz/TV/Film/2008_yibajiuwu.m3u8
斗牛,http://kantv.255520.xyz/TV/Film/2009_douniu.m3u8
花木兰2009,http://kantv.255520.xyz/TV/Film/2009_huamulan.m3u8
南京南京,http://kantv.255520.xyz/TV/Film/2009_nanjingnanjing.m3u8
三枪拍案惊奇,http://kantv.255520.xyz/TV/Film/2009_sanqiangpaianjingqi.m3u8
袁隆平,http://kantv.255520.xyz/TV/Film/2009_yuanlongping.m3u8
忠犬八公的故事,http://kantv.255520.xyz/TV/Film/2009_zhongquanbagongdegushi.m3u8
走路上学,http://kantv.255520.xyz/TV/Film/2009_zoulushangxue.m3u8
非诚勿扰2,http://kantv.255520.xyz/TV/Film/2010_feichengwurao.m3u8
裸山,http://kantv.255520.xyz/TV/Film/2010_luoshan.m3u8
人在囧途,http://kantv.255520.xyz/TV/Film/2010_renzaitu.m3u8
唐山大地震,http://kantv.255520.xyz/TV/Film/2010_tangshandadizhen.m3u8
血染北沙河,http://kantv.255520.xyz/TV/Film/2010_xieranbeishahe.m3u8
芳华,http://kantv.255520.xyz/TV/Film/2017_fanghua.m3u8
五十度黑,http://kantv.255520.xyz/TV/Film/2017_wushiduhei.m3u8
我不是药神,http://kantv.255520.xyz/TV/Film/2018_wobushiyaoshen.m3u8
误杀,http://kantv.255520.xyz/TV/Film/2019_wusha.m3u8
我和我的家乡,http://kantv.255520.xyz/TV/Film/2020_wohewodejiaxiang.m3u8
没有过不去的年,http://kantv.255520.xyz/TV/Film/2021_meiyouguobuqudenian.m3u8
山路十八湾,http://kantv.255520.xyz/TV/Film/2021_shanlushibawan.m3u8
大日子,http://kantv.255520.xyz/TV/Film/2022_darizi.m3u8
隐入尘烟,http://kantv.255520.xyz/TV/Film/2022_yinruchenyan.m3u8
永生战士,http://kantv.255520.xyz/TV/Film/2022_yongshengzhanshi.m3u8
封神：朝歌风云,http://kantv.255520.xyz/TV/Film/2023_fengshenchaogefengyun.m3u8
人生路不熟,http://kantv.255520.xyz/TV/Film/2023_renshenglubushu.m3u8
三大队电影版,http://kantv.255520.xyz/TV/Film/2023_sandaduidianyingban.m3u8
中国乒乓之绝地反击,http://kantv.255520.xyz/TV/Film/2023_zhongguopingpangzhijuedifanji.m3u8
巨鳄2,http://kantv.255520.xyz/TV/Film/2024_jue.m3u8
猫妖奇谭,http://kantv.255520.xyz/TV/Film/2024_maoyaoqitan.m3u8
97家有喜事,https://vip.ffzy-play6.com/20221129/9285_97e3dfc9/index.m3u8
A计划,http://jsmov2.a.yximgs.com/bs3/video-hls/5240501212096709355_hlsb.m3u8
A计划,https://vip.ffzy-play7.com/20221115/4631_7c6bb09a/index.m3u8
A计划续集,https://vip.ffzy-play7.com/20221115/4412_bf4bdaf6/index.m3u8
阿飞正传,https://vip.ffzy-play7.com/20221112/3705_a3bb4cae/index.m3u8
阿虎,https://vip.ffzy-play2.com/20221019/3_0fc63857/index.m3u8
阿郎的故事,https://vip.ffzy-play6.com/20221116/7213_5f9198b2/index.m3u8
爱情呼叫转移,https://vip.ffzy-play2.com/20221021/64_ed0aeec3/index.m3u8
爱情呼叫转移Ⅱ：爱情左右,https://vip.ffzy-play2.com/20221021/65_57ffccd0/index.m3u8
爱情神话,https://vip.ffzy-online.com/20221015/575_a2c32b8f/index.m3u8
暗战,https://vip.ffzy-online.com/20221015/583_fb343007/index.m3u8
澳门风云1,https://vip.ffzy-online.com/20221015/587_536debfc/index.m3u8
澳门风云2,https://vip.lz-cdn8.com/20220903/25590_a12ec6f7/index.m3u8
澳门风云3,https://vip.lz-cdn8.com/20220903/25592_5fdbb860/index.m3u8
八星报喜,https://vip.ffzy-play6.com/20221116/7216_cb25f71a/index.m3u8
霸王别姬,https://vip.ffzy-play7.com/20221112/3726_f8288d50/index.m3u8
白蛇传说,https://vip.ffzy-play7.com/20221224/9605_263ee1e0/index.m3u8
半生缘,https://vip.ffzy-play7.com/20221112/3733_3f971a67/index.m3u8
宝贝计划,https://vip.ffzy-play2.com/20221021/73_d5c05ae2/index.m3u8
玻璃樽,https://vip.ffzy-play7.com/20221112/3750_97a1bebc/index.m3u8
不二神探,https://cdn2.yzzy-tv-cdn.com/20220330/4069_8714f6bb/index.m3u8
不见不散,https://vip.ffzy-play7.com/20221112/3752_596da0f3/index.m3u8
拆弹专家,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
超级计划,https://vip.ffzy-play7.com/20221112/3764_fd2b007a/index.m3u8
超时空同居,https://vip.ffzy-online.com/20221015/745_b4a413ef/index.m3u8
城市猎人,https://vip.ffzy-play7.com/20230112/11075_f5a96711/index.m3u8
春娇与志明,https://vip.ffzy-play6.com/20221021/451_53670596/index.m3u8
催眠大师,https://vip.ffzy-play7.com/20221028/433_adf31dfd/index.m3u8
大兵小将,https://vip.ffzy-play7.com/20230101/10714_0de1384d/index.m3u8
大上海,https://vip.ffzy-play6.com/20221126/8327_89044d87/index.m3u8
大唐玄奘,https://vip.ffzy-play7.com/20230306/17314_0230edb6/index.m3u8
大腕,https://vip.ffzy-play6.com/20221019/66_5c1f5d09/index.m3u8
刀剑笑,http://jsmov2.a.yximgs.com/bs3/video-hls/5215168447635500734_hlsb.m3u8
刀剑笑,https://vip.ffzy-play7.com/20221112/3808_6690be34/index.m3u8
狄仁杰之通天帝国,https://vip.ffzy-play2.com/20221021/129_ed646884/index.m3u8
第三个人,https://vip.ffzy-play7.com/20230407/21350_043ad4f7/index.m3u8
刁手怪招,https://cdn7.yzzy-tv-cdn.com/20220625/561_337bba55/index.m3u8
喋血双雄,https://vip.ffzy-play7.com/20221115/4440_bd914a4d/index.m3u8
东方巨龙,https://vip.ffzy-play6.com/20221117/7362_01e144e6/index.m3u8
东方三侠,http://jsmov2.a.yximgs.com/bs3/video-hls/5222205346628851891_hlsb.m3u8
东方秃鹰,http://jsmov2.a.yximgs.com/bs3/video-hls/5218546164654879826_hlsb.m3u8
东方秃鹰,https://vip.ffzy-play7.com/20221209/9044_d3e0dbd4/index.m3u8
赌城大亨II之至尊无敌,https://vip.ffzy-online.com/20221017/863_ed22c0c3/index.m3u8
赌城大亨之新哥传奇,https://vip.ffzy-online.com/20221017/864_5fbb1d87/index.m3u8
赌神1,https://vip.ffzy-online.com/20221017/865_74da177a/index.m3u8
赌神2,https://vip.lz-cdn.com/20220622/20003_820596d4/index.m3u8
赌侠大战拉斯维加斯,https://vip.ffzy-online.com/20221017/873_cf765959/index.m3u8
法内情,https://vip.ffzy-play6.com/20221128/8900_ee5eabf3/index.m3u8
方世玉,https://cdn4.yzzy-tv-cdn.com/20220606/17350_39c4425b/index.m3u8
方世玉续集,https://vip.ffzy-play6.com/20221129/9315_1d7ec0af/index.m3u8
飞龙猛将,https://vip.ffzy-play6.com/20221207/10806_a4b679fd/index.m3u8
飞龙再生,https://vip.ffzy-play6.com/20221019/72_1934eddc/index.m3u8
飞鹰计划,https://vip.ffzy-play6.com/20221112/6252_a77ddc97/index.m3u8
非诚勿扰,https://vip.ffzy-play2.com/20221021/162_cb2bb175/index.m3u8
非诚勿扰2,https://vip.ffzy-play2.com/20221021/163_a55441c0/index.m3u8
疯狂的赛车,https://vip.ffzy-play2.com/20221021/169_37d917eb/index.m3u8
疯狂的石头,https://vip.ffzy-play2.com/20221021/170_91678c84/index.m3u8
疯狂的外星人,https://vip.ffzy-online2.com/20230607/38938_95adfc88/index.m3u8
福星高照,https://vip.ffzy-play6.com/20221128/8904_328483ba/index.m3u8
富贵兵团,https://vip.ffzy-play7.com/20221209/9048_80e2a1cb/index.m3u8
富贵列车,https://vip.ffzy-play7.com/20221206/8232_7462fce8/index.m3u8
肝胆相照,https://vip.ffzy-play7.com/20221115/4468_44f459bb/index.m3u8
港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
搞定岳父大人,https://vip.ffzy-play6.com/20221021/474_a64f2156/index.m3u8
给爸爸的信,https://cdn2.yzzy-tv-cdn.com/20220414/13070_86734093/index.m3u8
功夫瑜伽,https://vip.ffzy-play2.com/20221124/1291_468b2efb/index.m3u8
孤男寡女,https://vip.ffzy-play6.com/20221021/643_da3f8354/index.m3u8
古董局中局,https://vip.ffzy-online.com/20221017/983_2bd33011/index.m3u8
鬼打鬼,https://vip.ffzy-play7.com/20221115/4476_05997c13/index.m3u8
鬼打鬼之黄金道士,https://vip.ffzy-play6.com/20221112/6296_32b14901/index.m3u8
鬼干部,https://vip.ffzy-play6.com/20221112/6298_1dd44909/index.m3u8
鬼咬鬼,https://vip.ffzy-play7.com/20221208/8822_26a70529/index.m3u8
过年,https://vip.ffzy-play6.com/20221112/6307_79a4bfc2/index.m3u8
寒战,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
寒战2,https://vip.lz-cdn3.com/20220907/12892_5eb849b0/index.m3u8
行运一条龙,https://vip.ffzy-play6.com/20221112/6024_432f2afd/index.m3u8
豪门夜宴,https://vip.ffzy-play.com/20221204/29458_3909f6d0/index.m3u8
和平饭店,https://vip.ffzy-play6.com/20221129/9326_fb193a3f/index.m3u8
黑金,https://vip.ffzy-play6.com/20221022/751_a7889097/index.m3u8
黑侠,https://vip.ffzy-play6.com/20221112/6336_a08140a7/index.m3u8
红番区,https://vip.ffzy-play6.com/20221112/6346_239e11e8/index.m3u8
洪熙官,https://vip.ffzy-play7.com/20221223/9381_0fb84a1d/index.m3u8
花木兰,https://cdn2.yzzy-tv-cdn.com/20220405/7667_13f7046c/index.m3u8
花旗少林,https://vip.ffzy-play6.com/20221112/6363_411e98e2/index.m3u8
哗！英雄,https://vip.ffzy-play6.com/20221112/6371_9b5bf930/index.m3u8
画皮之阴阳法王,https://vip.ffzy-play6.com/20221112/6372_478fbcc6/index.m3u8
黄大仙,https://vip.ffzy-play6.com/20221129/9334_1b618e68/index.m3u8
黄飞鸿92之龙行天下,https://vip.ffzy-play7.com/20221129/7657_0e98ee6f/index.m3u8
黄飞鸿系列之一代宗师,https://vip.ffzy-play6.com/20221129/9335_097bc8c1/index.m3u8
